03,05,06,08,42
03,05,31,37,48
03,06,09,28,33
03,06,12,16,48
03,06,26,37,49

03,08,09,49,50
03,08,16,28,37
03,08,19,31,34
03,09,12,19,37
03,12,22,31,49

03,12,24,34,42
03,19,22,24,50
03,19,26,28,42
03,24,28,48,49
05,06,09,48,49

05,06,12,28,34
05,06,19,31,50
05,08,09,24,28
05,08,19,37,49
05,08,26,34,50

05,09,12,22,50
05,09,16,33,34
05,12,16,24,49
05,19,24,42,48
05,22,26,28,49

05,24,26,31,33
06,08,22,24,34
06,08,31,33,37
06,09,12,26,31
06,09,16,37,50

06,16,24,28,42
06,19,22,26,48
06,19,34,37,42
06,24,33,49,50
08,09,22,26,33

08,12,16,33,42
08,12,19,28,50
08,22,28,31,48
08,24,37,48,50
09,16,19,22,42

09,16,24,31,48
09,26,34,37,48
09,28,34,42,50
12,19,31,33,48
12,22,37,42,48

12,34,37,49,50
16,19,26,33,37
16,19,34,48,50
16,26,28,31,34
16,26,42,48,49

19,24,26,34,49
22,24,28,33,37
22,31,33,42,50
22,33,34,48,49
26,28,33,48,50

28,31,37,42,49
