01,02,03,04,05
01,02,06,09,16
01,02,08,10,17
01,03,07,11,16
01,03,08,12,14
01,03,13,15,17
01,04,10,12,13
01,04,11,14,15
01,05,06,07,17
01,06,08,11,13
01,07,09,10,15
02,03,13,14,16
02,05,07,10,13
02,06,10,12,15
02,07,08,09,12
02,08,11,15,16
02,09,14,15,17
03,04,07,10,17
03,05,07,09,14
03,06,09,10,13
03,06,11,12,17
03,09,12,15,16
04,05,06,08,12
04,06,07,15,16
04,11,13,16,17
05,06,11,14,16
05,08,09,13,16
05,10,15,16,17
05,11,12,13,15
07,08,13,14,15
07,10,12,14,16
08,09,10,11,14
01,02,04,06,15
01,02,10,16,17
01,03,04,09,11
01,03,07,10,12
01,05,12,14,17
01,06,08,11,16
01,07,08,13,15
01,09,10,14,15
02,03,08,09,17
02,03,10,11,14
02,04,07,13,16
02,04,11,12,17
02,05,06,07,14
02,05,11,13,15
02,06,09,10,12
03,04,06,07,08
03,04,12,14,16
03,05,06,12,13
03,05,08,10,16
03,07,13,14,17
03,11,15,16,17
04,05,07,09,15
04,05,08,13,17
04,06,10,14,17
04,08,11,14,15
04,10,12,13,15
05,09,11,12,16
06,07,09,11,13
06,08,12,15,17
06,13,14,15,16
07,08,10,11,17
08,09,12,13,14
